sale_id,date_id,product_id,customer_id,employee_id,quantity,total_amount
310,20260104,9,4,3,4,36000.0
311,20260108,9,10,2,3,27000.0
312,20260111,10,25,1,3,10500.0
313,20260111,7,4,4,1,15000.0
314,20260103,10,7,1,1,3500.0
315,20260101,4,7,4,4,18000.0
316,20260110,10,13,4,4,14000.0
317,20260113,9,12,4,4,36000.0
318,20260101,9,8,1,4,36000.0
319,20260114,5,14,2,4,10000.0
320,20260102,9,1,3,4,36000.0
321,20260108,9,10,1,3,27000.0
322,20260107,10,25,5,1,3500.0
323,20260107,2,9,1,3,8400.0
324,20260114,7,20,1,1,15000.0
325,20260104,3,11,4,5,60000.0
326,20260111,4,3,2,5,22500.0
327,20260111,5,10,5,1,2500.0
328,20260115,2,30,4,2,5600.0
329,20260108,7,12,1,1,15000.0
330,20260111,2,14,5,1,2800.0
331,20260108,5,9,4,4,10000.0
332,20260112,8,20,1,1,5000.0
333,20260111,7,8,2,2,30000.0
334,20260104,5,13,2,5,12500.0
335,20260109,10,15,4,3,10500.0
336,20260107,5,9,2,2,5000.0
337,20260102,8,13,5,2,10000.0
338,20260105,9,30,4,2,18000.0
339,20260115,6,9,2,1,18000.0
340,20260115,3,9,3,1,12000.0
341,20260104,6,5,2,5,90000.0
342,20260105,2,30,3,3,8400.0
343,20260106,9,5,4,1,9000.0
344,20260109,9,15,4,2,18000.0
345,20260111,1,10,3,4,12000.0
346,20260109,1,5,3,1,3000.0
347,20260113,2,40,3,1,2800.0
348,20260106,7,20,2,3,45000.0
349,20260110,8,5,5,4,20000.0
350,20260104,9,3,4,5,45000.0
351,20260111,6,4,2,1,18000.0
352,20260110,5,4,5,2,5000.0
353,20260104,10,9,5,1,3500.0
354,20260106,3,40,2,5,60000.0
355,20260102,8,4,4,5,25000.0
356,20260102,7,12,3,3,45000.0
357,20260112,1,9,2,5,15000.0
358,20260109,1,9,2,5,15000.0
359,20260115,8,4,2,5,25000.0
360,20260114,10,20,5,4,14000.0
361,20260108,4,8,3,2,9000.0
362,20260110,6,30,1,1,18000.0
363,20260114,7,5,3,4,60000.0
364,20260113,3,4,3,2,24000.0
365,20260101,4,12,5,2,9000.0
366,20260108,5,10,2,1,2500.0
367,20260103,10,35,1,5,17500.0
368,20260114,9,15,1,2,18000.0
369,20260111,5,3,4,2,5000.0
370,20260103,1,35,3,1,3000.0
371,20260112,7,6,4,4,60000.0
372,20260103,5,8,1,5,12500.0
373,20260108,9,3,3,5,45000.0
374,20260110,5,30,1,3,7500.0
375,20260115,5,5,1,3,7500.0
376,20260105,10,7,2,4,14000.0
377,20260108,2,5,1,2,5600.0
378,20260114,1,6,2,4,12000.0
379,20260103,8,4,2,1,5000.0
380,20260106,2,35,5,3,8400.0
381,20260109,7,10,4,1,15000.0
382,20260105,9,13,4,5,45000.0
383,20260108,4,5,2,2,9000.0
384,20260103,3,11,2,2,24000.0
385,20260114,8,13,5,5,25000.0
386,20260109,6,6,1,4,72000.0
387,20260109,5,7,5,5,12500.0
388,20260114,2,10,4,1,2800.0
389,20260102,1,15,3,3,9000.0
390,20260104,7,13,2,5,75000.0
391,20260107,3,5,4,3,36000.0
392,20260104,4,7,3,1,4500.0
393,20260101,7,35,5,5,75000.0
394,20260109,9,10,5,5,45000.0
395,20260113,9,13,2,5,45000.0
396,20260109,4,30,1,5,22500.0
397,20260104,4,9,3,4,18000.0
398,20260115,8,7,2,4,20000.0
399,20260111,9,7,1,5,45000.0
400,20260108,4,7,3,2,9000.0
401,20260114,8,25,4,2,10000.0
402,20260101,4,25,3,2,9000.0
403,20260102,2,13,3,2,5600.0
404,20260110,10,30,4,4,14000.0
405,20260102,5,6,2,4,10000.0
406,20260110,7,11,3,2,30000.0
407,20260111,4,30,4,1,4500.0
408,20260114,7,25,1,1,15000.0
409,20260107,8,9,3,2,10000.0
410,20260114,5,12,2,3,7500.0
411,20260110,2,7,3,4,11200.0
412,20260109,3,2,5,1,12000.0
413,20260101,9,40,5,1,9000.0
414,20260110,3,35,5,4,48000.0
415,20260113,9,13,2,5,45000.0
416,20260102,6,30,2,2,36000.0
417,20260111,1,35,2,5,15000.0
418,20260102,7,15,1,3,45000.0
419,20260111,1,13,2,1,3000.0
420,20260101,6,25,4,5,90000.0
421,20260103,2,12,2,3,8400.0
422,20260111,1,3,3,5,15000.0
423,20260111,10,35,2,2,7000.0
424,20260110,10,6,2,5,17500.0
425,20260112,3,25,2,2,24000.0
426,20260104,2,11,2,1,2800.0
427,20260103,7,3,5,1,15000.0
428,20260110,6,6,3,2,36000.0
429,20260115,6,13,5,1,18000.0
430,20260102,8,35,3,2,10000.0
431,20260109,4,2,4,5,22500.0
432,20260107,8,12,5,4,20000.0
433,20260107,2,4,5,2,5600.0
434,20260102,2,14,4,2,5600.0
435,20260101,3,30,4,1,12000.0
436,20260111,4,30,2,2,9000.0
437,20260115,4,4,4,4,18000.0
438,20260102,10,6,5,4,14000.0
439,20260111,7,14,1,1,15000.0
440,20260103,2,14,4,4,11200.0
441,20260108,3,1,1,4,48000.0
442,20260113,4,20,1,1,4500.0
443,20260106,7,15,3,1,15000.0
444,20260104,8,12,4,2,10000.0
445,20260109,10,2,3,3,10500.0
446,20260106,6,14,2,5,90000.0
447,20260115,1,30,4,4,12000.0
448,20260102,2,4,1,2,5600.0
449,20260107,8,14,3,4,20000.0
450,20260103,9,15,4,1,9000.0
451,20260108,3,6,3,2,24000.0
452,20260101,3,20,1,2,24000.0
453,20260101,4,35,3,3,13500.0
454,20260106,3,20,3,5,60000.0
455,20260104,8,4,4,2,10000.0
456,20260101,2,12,1,5,14000.0
457,20260115,9,14,5,1,9000.0
458,20260115,2,2,3,5,14000.0
459,20260113,7,14,4,5,75000.0
460,20260114,8,20,3,3,15000.0
461,20260103,10,3,5,2,7000.0
462,20260105,7,3,1,2,30000.0
463,20260110,1,1,4,5,15000.0
464,20260106,3,7,1,4,48000.0
465,20260107,8,13,5,3,15000.0
466,20260112,1,4,4,1,3000.0
467,20260102,7,5,1,3,45000.0
468,20260115,6,20,3,1,18000.0
469,20260106,1,12,4,4,12000.0
470,20260115,6,25,3,4,72000.0
471,20260111,3,30,3,5,60000.0
472,20260109,7,14,1,5,75000.0
473,20260114,4,8,5,3,13500.0
474,20260109,8,2,2,2,10000.0
475,20260106,6,1,1,1,18000.0
476,20260107,5,10,2,2,5000.0
477,20260109,2,2,5,5,14000.0
478,20260103,5,13,5,1,2500.0
479,20260111,9,25,5,2,18000.0
480,20260110,2,20,4,3,8400.0
481,20260107,2,15,1,4,11200.0
482,20260106,7,12,5,5,75000.0
483,20260103,7,25,4,1,15000.0
484,20260108,8,11,1,1,5000.0
485,20260102,3,5,4,5,60000.0
486,20260109,9,25,1,5,45000.0
487,20260109,7,5,4,4,60000.0
488,20260107,2,3,5,2,5600.0
489,20260104,10,13,1,1,3500.0
490,20260113,10,2,2,3,10500.0
491,20260108,1,7,1,4,12000.0
492,20260114,6,35,4,3,54000.0
493,20260101,8,12,2,5,25000.0
494,20260110,9,14,5,2,18000.0
495,20260111,10,14,4,3,10500.0
496,20260108,4,1,5,2,9000.0
497,20260103,10,20,3,1,3500.0
498,20260108,9,10,5,2,18000.0
499,20260106,6,9,2,4,72000.0
500,20260115,6,25,5,1,18000.0
501,20260102,7,5,2,1,15000.0
502,20260105,6,8,1,1,18000.0
503,20260103,7,7,1,2,30000.0
504,20260103,8,7,3,2,10000.0
505,20260101,7,7,1,2,30000.0
506,20260114,2,2,3,5,14000.0
507,20260104,8,15,5,5,25000.0
508,20260112,5,4,4,5,12500.0
509,20260113,4,9,4,3,13500.0
510,20260112,6,1,4,4,72000.0
511,20260110,9,25,2,5,45000.0
512,20260107,1,8,3,2,6000.0
513,20260113,1,25,2,3,9000.0
514,20260106,9,14,5,3,27000.0
515,20260104,9,8,3,1,9000.0
516,20260112,3,6,5,4,48000.0
517,20260112,3,40,1,5,60000.0
518,20260112,10,12,2,2,7000.0
519,20260115,5,20,2,2,5000.0
520,20260109,5,35,4,4,10000.0
521,20260112,5,3,2,5,12500.0
522,20260107,3,7,1,5,60000.0
523,20260109,10,10,4,1,3500.0
524,20260106,6,15,2,5,90000.0
525,20260115,8,13,4,2,10000.0
526,20260115,3,13,1,1,12000.0
527,20260105,9,5,4,1,9000.0
528,20260108,1,30,2,5,15000.0
529,20260107,1,20,3,2,6000.0
530,20260103,1,1,5,5,15000.0
531,20260114,5,20,2,3,7500.0
532,20260109,2,9,5,2,5600.0
533,20260114,3,1,5,3,36000.0
534,20260103,10,8,1,3,10500.0
535,20260102,10,1,5,5,17500.0
536,20260107,8,8,3,5,25000.0
537,20260113,9,35,5,5,45000.0
538,20260106,2,25,3,2,5600.0
539,20260114,7,10,4,1,15000.0
540,20260105,9,11,4,1,9000.0
541,20260112,2,15,2,5,14000.0
542,20260113,1,2,4,4,12000.0
543,20260110,9,4,3,4,36000.0
544,20260104,9,40,4,2,18000.0
545,20260107,8,4,2,5,25000.0
546,20260112,5,5,5,2,5000.0
547,20260112,8,3,1,1,5000.0
548,20260107,1,20,4,3,9000.0
549,20260103,5,40,3,3,7500.0
550,20260115,5,3,5,4,10000.0
551,20260110,7,30,3,5,75000.0
552,20260110,1,15,5,1,3000.0
553,20260111,7,7,1,2,30000.0
554,20260101,6,10,1,5,90000.0
555,20260110,4,20,2,3,13500.0
556,20260115,6,8,1,1,18000.0
557,20260110,7,1,4,5,75000.0
558,20260102,3,25,4,1,12000.0
559,20260101,2,7,3,2,5600.0
560,20260111,1,25,4,4,12000.0
561,20260109,2,15,1,5,14000.0
562,20260105,7,4,3,4,60000.0
563,20260113,6,14,4,2,36000.0
564,20260112,4,14,2,5,22500.0
565,20260115,3,12,2,2,24000.0
566,20260101,10,12,4,5,17500.0
567,20260107,4,25,3,5,22500.0
568,20260101,7,7,1,5,75000.0
569,20260104,8,2,1,3,15000.0
570,20260113,7,14,3,1,15000.0
571,20260104,5,25,2,1,2500.0
572,20260101,9,2,1,2,18000.0
573,20260107,4,1,2,1,4500.0
574,20260107,8,8,5,4,20000.0
575,20260107,8,4,3,5,25000.0
576,20260105,1,15,1,1,3000.0
577,20260112,4,13,4,4,18000.0
578,20260105,4,11,1,1,4500.0
579,20260114,6,3,1,5,90000.0
580,20260113,4,3,4,1,4500.0
581,20260101,2,15,3,5,14000.0
582,20260101,2,2,3,5,14000.0
583,20260103,10,13,3,5,17500.0
584,20260111,10,10,4,4,14000.0
585,20260106,2,14,4,3,8400.0
586,20260111,9,8,5,5,45000.0
587,20260114,7,4,5,1,15000.0
588,20260102,1,2,2,4,12000.0
589,20260113,9,9,2,2,18000.0
590,20260103,6,30,5,3,54000.0
591,20260102,2,15,5,2,5600.0
592,20260111,5,25,4,1,2500.0
593,20260110,5,13,5,1,2500.0
594,20260111,9,15,4,5,45000.0
595,20260106,7,6,2,3,45000.0
596,20260115,7,35,1,5,75000.0
597,20260108,4,15,4,3,13500.0
598,20260112,4,13,5,4,18000.0
599,20260109,8,35,3,4,20000.0
600,20260109,6,13,5,2,36000.0
601,20260102,5,12,2,3,7500.0
602,20260102,2,4,3,4,11200.0
603,20260115,10,14,2,5,17500.0
604,20260114,3,20,4,5,60000.0
605,20260108,4,25,4,5,22500.0
606,20260113,2,25,1,4,11200.0
607,20260109,8,6,5,1,5000.0
608,20260103,10,5,2,5,17500.0
609,20260105,7,9,5,5,75000.0
610,20260108,9,30,2,3,27000.0
611,20260113,5,40,3,4,10000.0
612,20260103,3,4,4,1,12000.0
613,20260107,5,11,2,5,12500.0
614,20260105,8,11,3,4,20000.0
615,20260105,3,7,4,2,24000.0
616,20260111,6,40,5,1,18000.0
617,20260107,9,13,1,1,9000.0
618,20260114,4,10,3,1,4500.0
619,20260111,2,10,2,3,8400.0
620,20260101,8,40,2,5,25000.0
621,20260105,5,11,1,2,5000.0
622,20260111,9,7,5,3,27000.0
623,20260113,3,20,4,4,48000.0
624,20260114,4,7,1,5,22500.0
625,20260113,10,8,5,4,14000.0
626,20260111,3,14,5,2,24000.0
627,20260110,1,12,3,3,9000.0
628,20260113,3,7,3,2,24000.0
629,20260105,6,10,5,5,90000.0
630,20260105,7,1,5,3,45000.0
631,20260103,10,14,1,1,3500.0
632,20260114,10,7,1,1,3500.0
633,20260107,3,40,4,4,48000.0
634,20260109,4,15,1,5,22500.0
635,20260109,9,4,4,4,36000.0
636,20260112,5,12,2,2,5000.0
637,20260103,10,8,3,5,17500.0
638,20260104,2,6,5,3,8400.0
639,20260112,5,10,3,3,7500.0
640,20260101,10,14,3,4,14000.0
641,20260114,5,6,5,1,2500.0
642,20260105,10,5,3,1,3500.0
643,20260115,7,25,2,4,60000.0
644,20260114,5,12,1,1,2500.0
645,20260107,2,3,1,5,14000.0
646,20260106,8,30,1,3,15000.0
647,20260107,9,11,1,5,45000.0
648,20260108,5,30,3,1,2500.0
649,20260108,1,14,5,2,6000.0
650,20260102,2,3,3,4,11200.0
651,20260107,8,4,5,5,25000.0
652,20260102,5,2,5,1,2500.0
653,20260110,9,12,3,4,36000.0
654,20260114,7,2,2,2,30000.0
655,20260110,2,25,1,2,5600.0
656,20260112,4,20,1,2,9000.0
657,20260105,1,4,5,2,6000.0
658,20260114,5,7,4,3,7500.0
659,20260112,4,1,1,4,18000.0
660,20260104,8,3,1,4,20000.0
661,20260101,8,1,1,4,20000.0
662,20260115,9,3,2,5,45000.0
663,20260111,7,9,3,4,60000.0
664,20260103,10,6,4,2,7000.0
665,20260112,6,3,4,3,54000.0
666,20260104,8,8,3,1,5000.0
667,20260108,3,9,4,3,36000.0
668,20260102,9,20,4,2,18000.0
669,20260113,1,7,4,3,9000.0
670,20260108,5,35,4,1,2500.0
671,20260114,10,35,5,5,17500.0
672,20260107,3,25,4,2,24000.0
673,20260104,4,8,3,4,18000.0
674,20260114,4,20,4,4,18000.0
675,20260105,7,25,1,1,15000.0
676,20260106,1,13,2,4,12000.0
677,20260112,8,6,2,2,10000.0
678,20260107,5,9,1,5,12500.0
679,20260101,7,1,1,5,75000.0
680,20260115,2,6,2,5,14000.0
681,20260109,7,12,5,2,30000.0
682,20260105,10,40,1,5,17500.0
683,20260104,9,2,5,2,18000.0
684,20260101,4,9,4,2,9000.0
685,20260114,10,11,4,3,10500.0
686,20260104,3,1,2,3,36000.0
687,20260107,6,15,5,2,36000.0
688,20260108,8,5,1,2,10000.0
689,20260111,7,6,1,2,30000.0
690,20260112,6,11,5,5,90000.0
691,20260101,2,30,5,5,14000.0
692,20260109,2,7,4,2,5600.0
693,20260102,1,8,2,3,9000.0
694,20260111,6,40,4,2,36000.0
695,20260104,3,9,5,1,12000.0
696,20260112,7,15,1,1,15000.0
697,20260111,1,15,1,3,9000.0
698,20260107,6,25,4,1,18000.0
699,20260103,5,25,5,4,10000.0
700,20260109,6,8,2,5,90000.0
701,20260113,8,11,5,1,5000.0
702,20260106,8,6,3,1,5000.0
703,20260115,2,15,4,5,14000.0
704,20260114,1,14,2,3,9000.0
705,20260106,9,35,2,4,36000.0
706,20260105,1,2,1,3,9000.0
707,20260108,9,14,4,4,36000.0
708,20260105,6,35,1,4,72000.0
709,20260101,3,25,2,5,60000.0
710,20260111,2,30,1,2,5600.0
711,20260105,2,13,5,3,8400.0
712,20260112,6,1,3,4,72000.0
713,20260108,9,9,4,3,27000.0
714,20260113,10,13,2,3,10500.0
715,20260112,4,8,3,4,18000.0
716,20260114,10,9,5,2,7000.0
717,20260103,3,35,1,4,48000.0
718,20260102,6,2,2,4,72000.0
719,20260112,8,3,3,4,20000.0
720,20260111,9,14,5,4,36000.0
721,20260114,4,25,5,3,13500.0
722,20260107,7,7,5,3,45000.0
723,20260112,4,3,4,2,9000.0
724,20260113,3,3,2,2,24000.0
725,20260112,10,8,5,3,10500.0
726,20260111,4,35,5,5,22500.0
727,20260114,3,1,3,4,48000.0
728,20260114,3,4,4,5,60000.0
729,20260105,2,14,4,5,14000.0
730,20260110,8,11,4,4,20000.0
731,20260106,9,15,1,5,45000.0
732,20260108,5,40,3,1,2500.0
733,20260106,6,9,4,5,90000.0
